id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
HOBBIES_1_001_CA_3_evaluation,1.0758312524557754,0.9985829050407787,0.991975956888659,0.9679399541610563,1.107790927220086,1.216673620992766,1.1865733671887098,1.3222545586937235,0.9930000635575297,1.0342627906462833,0.8900410845404316,1.021371724782583,1.2411500466224894,1.166860560551056,0.9614114328618604,0.9108053623649035,0.8755881406682852,0.8740088171459817,0.9804048717039145,1.3121710957488748,1.312948187524075,1.0215364297774858,0.9595603549479513,0.9539374970343945,0.9654805644244093,1.075664088311842,1.248726648766629,1.1739172838656182
HOBBIES_1_002_CA_3_evaluation,0.1175729249635309,0.1313987855448317,0.13926370674171895,0.15627320113154008,0.159950777505723,0.20236397800635414,0.18840300479818492,0.1557199181098607,0.12681090544404994,0.15267680808017514,0.1428494130485644,0.172800792935062,0.19884841383892266,0.18957151856284518,0.1516143009031703,0.1424124865398035,0.1652219036860152,0.15332206978517537,0.19695998983086518,0.21798808103906483,0.19333134289307422,0.14695686864548432,0.13169972578480427,0.14751986474981355,0.14969290700213345,0.1674065570408263,0.1990965768210098,0.19533229959326354
HOBBIES_1_003_CA_3_evaluation,0.34288776023111905,0.3002984834098981,0.25506284060471457,0.26558819778031567,0.2751090418237472,0.34836928367350223,0.29844051197027566,0.3233718998721786,0.22992031407893035,0.28915790182323936,0.2899003903894729,0.4077896848551151,0.3970122772942863,0.376043254230535,0.27647478497558065,0.26595290180660336,0.25577264284137785,0.2582658156732226,0.2941385876065184,0.34637609178747414,0.36410666647397144,0.27151610685206434,0.2612386903273858,0.2509124500382529,0.25852324371292035,0.3118253265963094,0.3359729602881686,0.3352667365610552
HOBBIES_1_004_CA_3_evaluation,4.723049999303324,4.139739240709961,4.184305214780605,4.131666933700068,4.2671252268116024,6.492452323437921,6.289990661327521,6.336713445428946,4.88890868219945,5.283939244912949,5.0655297379551625,5.472275634011718,6.349389572794212,6.127873604294197,5.142680554404337,4.54153991343249,5.281650622859469,5.295109576861126,5.322947840402515,6.348240990652368,6.017192034770848,4.969121775498467,4.72647814206728,4.991162227160955,5.085058402129384,5.087864730166683,6.01989588109369,5.498813167439517
HOBBIES_1_005_CA_3_evaluation,1.628564221321398,1.5120857366936267,1.5625011187558233,1.652202454053931,1.7980771951082226,2.005554294117247,2.046833579806659,1.8609260932051759,1.6395527553926694,1.8964410353436019,1.6746169397855994,1.7340096632321076,2.1056209116346434,2.1355805027628834,1.756749270935072,1.6183425527695088,1.6531836584607151,1.6811511081613857,1.735381975664742,2.0324712352240133,2.113154165356891,1.6187814534140212,1.4453589539267102,1.5624445990734044,1.6420294550970267,1.7185086765121842,1.8793721472577292,1.8143723281227144
HOBBIES_1_006_CA_3_evaluation,1.070694707884818,1.089578811261308,1.210772370518796,1.0430531442371533,1.1920491181735173,1.4778443058017583,1.5333311550549187,1.1758955555555177,1.110610467079329,1.257016190969882,1.1162888724108695,1.323981479773966,1.4244712293657031,1.5064835731375372,1.0770043080730698,0.9029913948128503,1.044300474296597,1.1408614892101174,1.2790932012342593,1.5734992181220002,1.5368506706190574,1.1077071148879754,1.015930810584824,1.1597740896468258,1.0904018659244128,1.2735563464331179,1.6826554752108023,1.4022107975326072
HOBBIES_1_007_CA_3_evaluation,0.30696663713611744,0.3002211483962171,0.2965508014031075,0.296528938180217,0.3298841221752772,0.363311098343207,0.3815819043923708,0.41913579100950743,0.3195464017670344,0.3206725546922084,0.3058773963620178,0.33340591099365563,0.4049180741171092,0.3996607403152809,0.35351764120055756,0.29188885711971324,0.2648724048219444,0.2928094029619487,0.2849094855512239,0.36090594701668555,0.42772275844260155,0.32058528518945845,0.2592807709238943,0.30450949367336577,0.3019069199472582,0.3168492185356535,0.3563543055162628,0.39890589179088454
HOBBIES_1_008_CA_3_evaluation,7.8015127644139115,7.119706189869965,7.402181181628485,7.220090958301629,7.762504989291746,8.134644254373036,8.723067369493632,8.044627574935507,8.342775194119548,9.499300448542614,8.97559012613001,9.894310453342905,9.891010175586901,9.500874227606765,8.048622474748191,7.294322516385416,7.757698824288979,7.801602750896375,8.450461631599866,9.881050102212976,10.092313664637816,7.603909790669871,7.063013069908249,7.559098747097751,7.853412251566297,7.52532297127024,9.267895519529656,8.34471228872827
HOBBIES_1_009_CA_3_evaluation,1.0128508959467644,1.0857988993272696,1.0512280679772943,0.9192297094538823,1.1135020982731234,1.214730456471787,1.2559662677388927,1.1544484381704454,1.1316833659694239,1.0782825985752003,0.9631743961218355,1.051913111761081,1.220735204244493,1.2275483941338445,1.0052285902679254,0.8521862341937069,0.9974735168227359,0.887372478653568,1.0635307627437296,1.2133605155709457,1.1817942328083815,1.0571053304242826,0.9226010943107286,0.9642009772505451,1.0216264082985573,1.1319042991248225,1.287406263255087,1.165176299871984
HOBBIES_1_010_CA_3_evaluation,0.8481981517260431,0.8493607276079869,0.8452956466318847,0.8078171480091638,0.8717197277196312,1.0635733758315513,1.1116183535726205,1.0370818255688004,0.8892218879311683,0.8574780061075828,0.7861242193966724,0.9430507206284218,1.1227427930226201,1.0345496132353318,0.9189739910803338,0.7728930827109136,0.8987506232552794,0.8245669761939567,0.8122864758042765,1.0275432668214768,1.0892052198618802,0.8744978223995907,0.7763225332024813,0.7879472905925008,0.8693562390546705,0.981051309566015,1.1261969351655623,1.0056303216606348
HOBBIES_1_011_CA_3_evaluation,0.09343632323652537,0.08503022074643148,0.0868050026742992,0.08346684486175082,0.09737023079602933,0.1373116144105041,0.12092122694444894,0.12743021430473364,0.09254628940621619,0.11095440490775872,0.10575970351235633,0.12566549720912543,0.12678470963327823,0.13699889039138613,0.13745547979982325,0.13113935435990487,0.11949312482680866,0.12040502877258352,0.1316608876378304,0.15804954147603673,0.1723057115592097,0.12187061055895161,0.12372521767913357,0.12989537760901032,0.11909721505628067,0.1435910348879338,0.1535405806340006,0.20597575501782303
HOBBIES_1_012_CA_3_evaluation,0.4308950516548135,0.41536321687621863,0.45402877489839777,0.39896276042582,0.5018753289577272,0.6748518356591507,0.6539932181175406,0.5720171198763042,0.4662755700705327,0.5567228355236132,0.44007779366076416,0.6562706129341498,0.7657727533357246,0.7383240884751618,0.48588952765150517,0.3946440364175019,0.4181218752725782,0.42980498223332414,0.5201613895359194,0.7219304501573385,0.7290774187916559,0.43117349012620604,0.3942505645762608,0.42832503059011445,0.4075811562096341,0.5269991831019163,0.6543725735259021,0.6350017621733308
