id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
HOBBIES_1_001_CA_2_evaluation,0.5764184820677376,0.5506521003945015,0.529874885478992,0.5749655278558867,0.7053274427527455,0.844235479867919,0.8160295782945426,0.7151789905429554,0.5975871228236898,0.7022577953790484,0.6166106581954175,0.6933003540522168,0.9470465856392632,0.8397868087820213,0.7117400958219366,0.6461520074161808,0.6593791441529238,0.6648361906161921,0.7004621164493415,0.9243502498121379,0.9266469055942728,0.6826255234041358,0.6618170074186116,0.6001394767595587,0.5874413223390874,0.6402007056477861,0.8006205535906423,0.7106682097616122
HOBBIES_1_002_CA_2_evaluation,0.10008730835822022,0.10036880080561426,0.10152371873960647,0.09451288411070796,0.1387419424545896,0.18617506512530416,0.15202107714808555,0.1392289871826893,0.11194652510048997,0.12489712723924822,0.11130974919256074,0.14236102424537833,0.18365465113654783,0.2048482113532032,0.14968669406299712,0.11700521170572878,0.1261972825667998,0.11880485259697689,0.12943884582146886,0.22857776939743774,0.21951179741033913,0.15579993196094272,0.14894130601048847,0.1549987341115819,0.12965388145382373,0.16878041328085644,0.21283668922393287,0.16228178781849914
HOBBIES_1_003_CA_2_evaluation,0.23727060306736955,0.24526769088234,0.2680275663171573,0.261136992438919,0.3522811309540338,0.4227705896986353,0.4661314101285919,0.3429401904231082,0.2754415893505141,0.27150321251047316,0.28985539721903975,0.3194783974720749,0.43576953003798385,0.426621012182462,0.2652695413186037,0.2675964996639785,0.2588118244875785,0.2733429074997343,0.33689629314209374,0.4794784258804484,0.49105373206116276,0.30264975400674765,0.29267624774934936,0.2880233123224039,0.288228178385396,0.3366604178096749,0.46779238375163534,0.4422066136940215
HOBBIES_1_004_CA_2_evaluation,2.9058734353378703,2.8764187585614134,2.8931180115876955,2.9108240404125696,3.0117393667434422,4.029304172511726,3.7474428447583743,3.030357446458056,2.775334832212272,2.9758866730950033,2.884941141345316,3.3500443203373838,4.659639531873675,3.9669946882616114,3.094861660164327,3.2485405685157733,3.249074899477163,3.427867912259219,3.3349404954824786,4.4484627574671,4.288335269731271,3.2517155693925175,3.0277450583763863,3.0901087907747815,3.293330890166227,3.57254576977134,4.778553374990338,3.380880392791686
HOBBIES_1_005_CA_2_evaluation,1.056914366763183,1.1032060297406732,1.1626108709219065,1.0776764461016795,1.285714287973786,1.7119078586239236,1.6364505534442182,1.5618811861484094,1.2106496459786185,1.2586228741172394,1.2444169402299197,1.404901423851373,1.7167869630077743,1.767500686058276,1.531692417429483,1.3759964950253418,1.3366872973962,1.4217254208441306,1.5530420552988087,2.004394150169592,1.9939788725821062,1.4084314582215867,1.3110569169549695,1.3297817852404843,1.282123285478538,1.4529573346566573,1.81466730346998,1.4080209342956598
HOBBIES_1_006_CA_2_evaluation,0.6137165856314766,0.6028647424018522,0.6525139861447511,0.5818506536274823,0.8178634152249069,1.1083268012782663,1.1533993596217553,0.9439066346829594,0.770339553763477,0.8588417370891241,0.8646422894592749,0.8439231145553018,1.0717160583156458,1.0834191380270584,0.7842504330232061,0.8613283235249569,0.708213966023205,0.7896849581470192,0.8865569816390312,1.2274957179622938,1.1668562988563957,0.8712393356586834,0.731387894035609,0.8119625676801184,0.8563878665463329,0.9683873106345446,1.2268195574004435,0.9138007529009313
HOBBIES_1_007_CA_2_evaluation,0.17218107007759742,0.16828555174316323,0.1812319645413306,0.16113990757800248,0.19166247459107041,0.24473378769104986,0.22637776217925,0.18468116856199718,0.16682937484408566,0.21076673084641892,0.1634238541512068,0.2181121849273493,0.2557391377003757,0.24448951770610552,0.22915730725134437,0.14466349653072058,0.19835480760786822,0.16394863704557797,0.20496905516611222,0.2675478302968065,0.2499056015142152,0.2073701429486634,0.21260585743604382,0.20005999651135217,0.19654930919642,0.21070512777401612,0.29383133217724355,0.20942109934080858
HOBBIES_1_008_CA_2_evaluation,4.02873498237577,3.7784148191695968,4.290089209458369,3.5447834473038906,3.8541372338407016,4.341562254453543,4.525511885170893,3.6988909112842903,2.9562270317893806,3.653708559612264,3.8953585462899962,4.121020347218479,5.111852128127925,4.9237050079286035,3.8515898389511176,3.8263149241685377,3.7457674883119525,3.619854250969298,4.3795826545599565,5.304074016733064,4.290259712998003,3.966816952078063,3.5875690701427385,3.81361846245877,3.7105567955293304,4.131941625342741,5.142419507449726,3.767205600076768
HOBBIES_1_009_CA_2_evaluation,0.6827251616388635,0.6602152264031876,0.6978394480456652,0.8081388076715716,1.069830352907048,1.1563468452129875,1.150873410880676,0.9468366485206611,0.8547384419668856,0.9322995648204081,0.9319636010081669,1.2102093512869025,1.4520546538681658,1.2980021234827186,0.9552306327720249,0.9545620284700794,0.9911806757893127,1.0107678452277755,1.052278413664443,1.357269094609882,1.2855397321261373,1.007050095712181,0.9346798314803588,0.9400145589909795,0.9072778061619007,1.077100622708093,1.1924884929201844,0.9790890321133848
HOBBIES_1_010_CA_2_evaluation,0.47754826537052897,0.4880745998975802,0.5394824416662575,0.4999744126795591,0.5710569704772429,0.7190357201993218,0.7247511622094164,0.5778385495842877,0.4897921378451479,0.5504258578137161,0.515463960594459,0.6508119052342055,0.7503226787510587,0.770637079705854,0.5609820199030561,0.5174745076539615,0.5212191518250713,0.5465083942088237,0.6820926335579908,0.8280302095176616,0.6994179350039389,0.5511374072642452,0.527133094292591,0.516858598139818,0.5406762651645888,0.648525713643127,0.7968252279923148,0.7130602675351131
HOBBIES_1_011_CA_2_evaluation,0.1201265220629978,0.1148742903386395,0.10675263937463576,0.09595166357212977,0.10831723257222559,0.1215926160317385,0.13171887190830636,0.1357790294482614,0.10707542130252695,0.1257223214181568,0.12265960493049438,0.12904390362352466,0.14549659899293152,0.1624678593497244,0.15380628782711078,0.12567719096262356,0.1270910946077237,0.11951399066066673,0.13593884090746794,0.19369064559469668,0.1689531351517765,0.1420383884175181,0.14030788764123858,0.13934656961044373,0.13188925801060514,0.14047445299889966,0.1869790005814055,0.1595336293101702
HOBBIES_1_012_CA_2_evaluation,0.29631382297656883,0.28968154836517723,0.24842108693452467,0.2607428459399189,0.3279350586774403,0.4336225113583969,0.40233779999506075,0.28091224733449505,0.25338251548933804,0.2826735749888969,0.2569574231971988,0.2992711432576434,0.38103461442437486,0.40811612077760745,0.27071052905127424,0.25707083199298003,0.21388303119883126,0.201765438141814,0.2653369470991688,0.40292142607923914,0.4254306762556361,0.2531601543919914,0.24566620152430002,0.2636923721298975,0.24909760875374098,0.3010055256228069,0.456226398558041,0.38157359469585994
HOBBIES_1_013_CA_2_evaluation,0.3958579188333527,0.4209615965853686,0.3756682198433785,0.39064760620812644,0.48049172587737815,0.5129376309896032,0.611487656169685,0.4487883740504265,0.3874046165929489,0.3232018679382779,0.31086791406364905,0.4374568572816383,0.5365632703430415,0.6217939826361564,0.40361822760492455,0.39643654935512157,0.3542547849329499,0.39510472171184763,0.48012887622903816,0.7050254685430475,0.7030202588503329,0.39268419231198987,0.414005630457374,0.4075814961527643,0.394373497831318,0.531216342886982,0.6576809316255114,0.5395310845506793
HOBBIES_1_014_CA_2_evaluation,1.1490219562471964,1.0584116361830167,1.0861562217638285,1.2947699775322024,1.5968290799408686,1.7742919485462094,1.5081405390889064,1.1715475340579133,1.075439780902385,1.1278265566996177,1.2381628852181266,1.3257727109956017,1.573168123381897,1.456029836682162,1.1853168737006656,1.188391462300324,1.1156246483384464,1.2798809295832447,1.5080919856070316,1.633242621735618,1.5302492587659797,1.159422791413876,1.104522041348482,1.1442141325364297,1.2071102526186819,1.4638593601316927,1.54004384370694,1.1236058432498015
HOBBIES_1_015_CA_2_evaluation,4.656760498701937,4.69243322731973,4.850178019657584,6.826927859252283,9.257027639969516,12.582454238492971,9.991308936213668,5.782149814092805,4.549750428341806,5.5234529021692556,6.1621617561278805,9.353408423540946,13.776467602465129,11.250996945807337,5.443131835106696,5.813525586461098,4.6155042953999486,5.98113673006316,9.208558083618989,13.821437694626082,12.815045033501539,5.690828424058721,5.100152107377155,5.688280710305723,6.363659791933069,9.50843965586711,14.313394836880557,11.162659273318738
