id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
HOBBIES_1_001_CA_1_evaluation,0.7437458177102747,0.6571198687333262,0.6427235227191378,0.6713063005060494,0.909332482321465,1.130526312716391,0.95906563978949,1.0135561964654023,0.7315757803408707,0.857244154647122,0.6880611062956128,1.0968010110705457,1.2458926996656152,1.100322645117433,0.8811307325068319,0.743111195748029,0.739403803056963,0.763736907055849,0.894280462976261,1.2111545032056925,1.1864169169419978,0.8473183315825321,0.6942269812974486,0.6106177627309568,0.666680237065446,0.8096243348263646,0.9374004669551137,0.9674428160371784
HOBBIES_1_002_CA_1_evaluation,0.2408246307896246,0.19338987576905745,0.19193628085688663,0.2207597946220465,0.2693265112285882,0.33840812453313035,0.4050038031305418,0.28064235641611224,0.23454974099813683,0.271636199901956,0.23127862425120627,0.32079270642760044,0.4603921316787456,0.3799906070274023,0.26564677299066564,0.26118499419490726,0.25406440486775206,0.2633283269812114,0.3169360378733947,0.3597058014855183,0.3984655048863727,0.2475773324344732,0.2312586675239848,0.22779015553800952,0.24431410696575384,0.2998646375619196,0.396206952711925,0.3830238142191849
HOBBIES_1_003_CA_1_evaluation,0.579714178777469,0.5217722036294794,0.488727212434026,0.5001648577079764,0.6525759934107634,0.807544160316438,0.7995308468722466,0.5949733861507729,0.5542649774828029,0.5412802698234364,0.48955837713189243,0.7564010582944104,0.8758128206619099,0.8391542572442944,0.623061674759161,0.5693460825308126,0.5368364577866298,0.5728918069991821,0.7117830756740156,0.9465682806413007,0.8967460064220353,0.6115941288646247,0.5210254625788256,0.4841344998814298,0.5216261990676718,0.6955941276689743,0.7928983560101998,0.7961717130834151
HOBBIES_1_004_CA_1_evaluation,1.5354097360226147,1.2896591446188543,1.3316998438638956,1.2760877027635111,1.7710667959903648,2.39596891507103,2.7893488249603027,2.082617858369543,1.3498722357134494,1.4729865090347851,1.3322476124759195,2.2223867118507266,2.733510239842824,3.0117098758908534,1.7221922531570357,1.5059598061035657,1.3321331007844797,1.4626593889408612,1.9113033578213228,2.4922838234992417,2.9575242979209015,1.6841369543380722,1.357846558671962,1.256325768229153,1.272223724030142,1.7057426029200575,2.232008882892319,2.467780094465999
HOBBIES_1_005_CA_1_evaluation,1.2273144211689269,1.1340331693726882,1.0574722993816041,1.0557888259005046,1.283184075460566,1.5227924692176273,1.5762450629331222,1.134002307025813,0.986291969593275,1.1357405447578397,0.8665757331948994,1.3180828299857565,1.6215127292034868,1.6485292380941543,1.2415917435552535,1.0955826203539427,1.1194439748550482,1.1826383804504808,1.2295842456151962,1.5418414927649193,1.511034256327339,1.1235900530888405,1.0242987234233325,1.039775324649522,1.026600510866427,1.3519647546665094,1.6274390749867975,1.362882350053665
HOBBIES_1_006_CA_1_evaluation,0.9556599316661393,0.8988243695436525,0.8798221979643455,0.7856490506437673,0.8910464114189988,1.1833295803941417,1.2306816799027154,1.1866867139067,1.0642614314691345,1.0664412229800113,0.7521766094542189,1.2431790961635159,1.161575760409284,1.124418062789535,1.1770137911020735,1.0482954827798454,1.0663450632696259,1.0648878178450276,1.1096312145880056,1.2874476395047085,1.2458942230748429,0.9834160828181643,0.8417924533036113,0.898709879216752,0.9784425977632495,1.0634340389479167,1.1573467857777262,1.1130715355416418
HOBBIES_1_007_CA_1_evaluation,0.2478688378755117,0.24873629321147017,0.2589662315658572,0.252954229611591,0.3211287720974055,0.37622423394585286,0.4414725354525993,0.3507512864503421,0.2705479700047265,0.2923845818329432,0.2527410312783511,0.36783965386163575,0.4273901259518496,0.44584895454735174,0.32143762701790246,0.30929434561068586,0.2715239459206087,0.312567268497233,0.33429746292714635,0.3857980735631591,0.40071752234452696,0.2870582273960665,0.28140206723693784,0.31751767572365297,0.3312581566160891,0.3846773508668953,0.4418330297466387,0.4018885201616129
HOBBIES_1_008_CA_1_evaluation,8.275529021848206,7.260487698517396,7.364937866564837,7.677999470666017,7.659441153304763,10.041639200037014,9.021114220218584,10.618343864783682,7.96651687768456,10.118860741267017,8.230311204120124,10.909910341703164,11.939606259434163,9.993909656286029,9.658499790919706,8.94903708827776,10.036238088411489,11.698618010935904,11.215471930617516,10.117108392649115,9.433871983446767,9.850556705527982,9.247248711776281,9.847106604099336,9.181938650279525,9.163727356863506,11.355469807335822,9.823023887225549
HOBBIES_1_009_CA_1_evaluation,0.6948159960645461,0.983185933459474,0.9230996234474054,0.8152303678835296,0.9245889717372359,0.9747881372493254,1.028697744725244,0.7506491530784741,0.8544952297256875,0.8670280612642774,0.7053225210098286,0.912157183300471,0.9905477870486841,0.9630519386989719,0.7856713459248875,0.8633549178613826,0.7601293615130947,0.7360163609555807,0.8849487282122149,1.0097518292032333,1.0353439949661285,0.8226543152814056,0.7394131679057622,0.6929708102048713,0.7050469830138522,0.7394873703895058,0.9018676834424111,0.8181845427605086
HOBBIES_1_010_CA_1_evaluation,0.6143300392448223,0.5185050473541223,0.5756708258219293,0.573296111475811,0.6852035376840885,0.7579525079768794,0.7678898514110382,0.609282657595838,0.5752974533552998,0.6392122394647058,0.4861577545759378,0.7198894368000058,0.793055795750595,0.7907633349965592,0.63325922738222,0.6149095545092707,0.48807918429316904,0.5222570379864628,0.6430796408311288,0.8118610930603848,0.8160885827645228,0.5897206529389987,0.5286117534940855,0.5697282434349547,0.5792560755389641,0.6464164329454798,0.7248930589299151,0.768341872473857
